epoch,loss,lr,mae,time,val_loss,val_mae
0,0.32732692,0.001,0.48550114,25.720280408859253,0.35221443,0.54768795
1,0.2880943,0.0009375,0.45450035,14.675728797912598,0.3395258,0.5429547
2,0.2586105,0.000875,0.42107096,14.608900547027588,0.33256468,0.5386403
3,0.25277814,0.0008125,0.41616383,14.418702363967896,0.3306466,0.53455955
4,0.24691112,0.00075,0.41066584,14.638664722442627,0.33213842,0.537969
