Generating SQLite file nsys.743827.r26.w.sqlite from nsys.743827.r26.w.qdrep
Using nsys.743827.r26.w.sqlite for SQL queries.
Running [/autofs/nccs-svm1_sw/summit/nsight-systems/2020.5.1.85/target-linux-ppc64le/reports/cudaapisum.py nsys.743827.r26.w.sqlite]... 

 Time(%)  Total Time (ns)  Num Calls    Average     Minimum   Maximum                Name            
 -------  ---------------  ---------  ------------  -------  ----------  ----------------------------
    49.1      39749071919       6804     5842015.3     8867    63810525  cudaEventSynchronize        
    11.1       8997584812          8  1124698101.5     3478  8997555260  cudaStreamCreateWithFlags   
     6.5       5233089792     321789       16262.5     8263    12020849  cuLaunchKernel              
     6.4       5211667227     509821       10222.5     5299   331791280  cuMemcpyHtoDAsync_v2        
     6.0       4899602677     310850       15762.0     9138     1688674  cudaLaunchKernel            
     4.6       3687374571    2210014        1668.5      918    22079833  cuEventQuery                
     2.7       2155184051     132183       16304.5    11884     8062588  cudaMemcpyAsync             
     2.5       2003726263       1335     1500918.5     8887   116305204  cuModuleUnload              
     2.4       1978732560     159809       12381.9     3720   268435308  cuMemsetD32Async            
     2.3       1822473277         60    30374554.6     1012  1216431662  cudaFree                    
     1.0        820871913        890      922328.0     8490   810354265  cuMemAlloc_v2               
     1.0        779321968          9    86591329.8  3383777   473439573  cuMemHostAlloc              
     0.8        655408540      68054        9630.7      590     8153442  cuEventDestroy_v2           
     0.7        572809726     146916        3898.9     1584     3931032  cudaEventRecord             
     0.7        561364935        354     1585776.7    50699    11892760  cuEventSynchronize          
     0.5        419454907        899      466579.4    97421    43970063  cuModuleLoadFatBinary       
     0.4        337929432      26922       12552.2     6794     1597604  cudaMemsetAsync             
     0.4        306715175     153260        2001.3      817     1835980  cuEventRecord               
     0.3        211205411         32     6600169.1    18487    21086109  cudaIpcOpenMemHandle        
     0.3        208838425       5653       36942.9     6230     1115071  cuMemcpyDtoHAsync_v2        
     0.1        105769067      54325        1947.0      828      164234  cuStreamWaitEvent           
     0.1         89307075      68076        1311.9      728      614699  cuEventCreate               
     0.1         85131835         60     1418863.9     7195    10709314  cudaMalloc                  
     0.0         35677472       1761       20259.8    12133       78596  cuMemcpyDtoDAsync_v2        
     0.0         21048802         32      657775.1    23780     1672758  cudaIpcCloseMemHandle       
     0.0         13815507        889       15540.5    13115      300309  cuMemFree_v2                
     0.0         10482335       1758        5962.6     4531       14653  cuStreamSynchronize         
     0.0          8425517        525       16048.6     9975       48646  cuCtxSynchronize            
