Generating SQLite file nsys.759017.r39.w.sqlite from nsys.759017.r39.w.qdrep
Using nsys.759017.r39.w.sqlite for SQL queries.
Running [/autofs/nccs-svm1_sw/summit/nsight-systems/2020.5.1.85/target-linux-ppc64le/reports/cudaapisum.py nsys.759017.r39.w.sqlite]... 

 Time(%)  Total Time (ns)  Num Calls    Average    Minimum    Maximum                Name            
 -------  ---------------  ---------  -----------  --------  ----------  ----------------------------
    37.9      24506949627        562   43606671.9  37026772    62966682  cuModuleLoadDataEx          
    18.7      12114049964       3549    3413370.0      7429    15989642  cudaEventSynchronize        
    18.1      11671212247       1495    7806830.9      4609    65489574  cuStreamSynchronize         
     4.0       2616599781     186184      14053.8      9098     1090489  cudaLaunchKernel            
     3.8       2452305494     186854      13124.2      8040      986667  cuLaunchKernel              
     3.3       2162207173          8  270275896.6      3353  2162178057  cudaStreamCreateWithFlags   
     2.5       1614401087         16  100900067.9      1019  1021430853  cudaFree                    
     2.4       1537990481        978    1572587.4      9122   109525225  cuModuleUnload              
     1.7       1107849900      66223      16729.1     12077     5623479  cudaMemcpyAsync             
     1.3        845202218      35274      23961.1       517   271908045  cuMemcpyHtoDAsync_v2        
     1.3        822626482        563    1461148.3      8091   816562757  cuMemAlloc_v2               
     1.0        658218066          8   82277258.3   2635050   459763945  cuMemHostAlloc              
     0.9        592077204      80644       7341.9      3733      934293  cuMemsetD32Async            
     0.6        405960560        312    1301155.6     54252     9155746  cuEventSynchronize          
     0.5        309522759      34473       8978.7       586     5275865  cuEventDestroy_v2           
     0.4        259489752      74364       3489.5      1588     1067449  cudaEventRecord             
     0.4        231716287      41589       5571.6       941      946142  cuEventQuery                
     0.2        138040348      13322      10361.8      6144       89286  cudaMemsetAsync             
     0.2        128725076          5   25745015.2    911245    46296975  cuModuleLoadFatBinary       
     0.2        126022476       2950      42719.5      6029     1177152  cuMemcpyDtoHAsync_v2        
     0.1         93310492          8   11663811.5     18769    38996681  cudaIpcOpenMemHandle        
     0.1         71684381      42615       1682.1       845      568274  cuEventRecord               
     0.1         55943394         27    2071977.6     14652     9773119  cudaHostAlloc               
     0.1         42264025      34496       1225.2       735      681748  cuEventCreate               
     0.1         32847331         34     966098.0      7720     8156009  cudaMalloc                  
     0.0         12350325        845      14615.8     12273       43891  cuMemcpyDtoDAsync_v2        
     0.0         11464590       4350       2635.5       999     1053966  cuStreamWaitEvent           
     0.0          7694821        562      13691.9     12325      191830  cuMemFree_v2                
     0.0          4600529         78      58981.1      3511     3877439  cuStreamCreate              
     0.0          3761981        295      12752.5      8316       41014  cuCtxSynchronize            
     0.0           980273         68      14415.8     10964       32540  cuStreamDestroy_v2          
     0.0           979551          8     122443.9     29909      293341  cudaHostRegister            
     0.0           952341          2     476170.5    168092      784249  cuMemGetInfo_v2             
     0.0           752796        116       6489.6      4506       26753  cudaBindTexture             
     0.0           443684         18      24649.1      7988       63459  cudaMemset                  
     0.0           320737         60       5345.6      5058        7945  cudaEventQuery              
     0.0           211315         12      17609.6     13703       30157  cudaMemcpy                  
     0.0           210730        116       1816.6      1455       11978  cudaUnbindTexture           
     0.0           102135         54       1891.4      1059       11814  cudaEventCreateWithFlags    
     0.0            67454          2      33727.0     18261       49193  cuMemsetD32_v2              
     0.0            63457          5      12691.4      3332       49147  cudaStreamCreateWithPriority
     0.0             7709          4       1927.3      1666        2479  cuInit                      
     0.0             3152          1       3152.0      3152        3152  cudaStreamWaitEvent         

Running [/autofs/nccs-svm1_sw/summit/nsight-systems/2020.5.1.85/target-linux-ppc64le/reports/gpukernsum.py nsys.759017.r39.w.sqlite]... 

 Time(%)  Total Time (ns)  Instances   Average   Minimum  Maximum                                                  Name                                                
 -------  ---------------  ---------  ---------  -------  -------  ----------------------------------------------------------------------------------------------------
    16.3       4143610795      13828   299653.7   174878   613755  volta_fp16_s884cudnn_fp16_128x128_ldg8_relu_f2f_exp_interior_nhwc_tn_v1                             
    15.6       3963160878       3549  1116697.9    39839  7786890  ncclAllReduceTreeLLKernel_sum_f32(ncclColl)                                                         
     7.1       1805748937       6920   260946.4   173407   427325  volta_s884cudnn_fp16_128x128_ldg8_wgrad_idx_exp_interior_nhwc_nt                                    
     5.7       1454450068       3979   365531.6   237470   552892  volta_s884cudnn_fp16_64x64_sliced1x4_ldg8_wgrad_idx_exp_interior_nhwc_nt                            
     4.7       1206991864       2723   443258.1   325470   790810  volta_fp16_s884cudnn_fp16_128x128_ldg8_dgrad_f2f_exp_small_nhwc_tt_v1                               
     3.4        876242556       2305   380148.6   338558   496349  volta_fp16_s884cudnn_fp16_128x128_ldg8_relu_f2f_exp_small_nhwc_tn_v1                                
     1.3        335269181        415   807877.5     3007  1635509  fusion_238                                                                                          
     1.3        328963727        206  1596911.3  1559925  1789619  select_and_scatter_4363                                                                             
     1.3        326425575        633   515680.2   387133   621372  dgrad_1x1_stride_2x2                                                                                
     1.1        276683391        415   666707.0     8480  1360182  fusion_237                                                                                          
     1.1        275015266        418   657931.3     3008  1336823  fusion_269                                                                                          
     1.1        274021696        418   655554.3     5152  1329494  fusion_254                                                                                          
     1.0        263742963        628   419972.9   406205   473693  volta_fp16_s884cudnn_fp16_256x64_ldg8_relu_f2f_exp_small_nhwc_tn_v1                                 
     1.0        260999588        628   415604.4   402973   459837  volta_fp16_s884cudnn_fp16_256x64_ldg8_dgrad_f2f_exp_small_nhwc_tt_v1                                
     0.9        218783467        418   523405.4     2976  1066681  fusion_219                                                                                          
     0.8        213233728        422   505293.2   497853   578716  volta_fp16_s884cudnn_fp16_256x128_ldg8_relu_f2f_exp_small_nhwc_tn_v1                                
