Using nsys.759017.r16.w.sqlite for SQL queries.
Running [/autofs/nccs-svm1_sw/summit/nsight-systems/2020.5.1.85/target-linux-ppc64le/reports/cudaapisum.py nsys.759017.r16.w.sqlite]... 

 Time(%)  Total Time (ns)  Num Calls    Average    Minimum    Maximum                Name            
 -------  ---------------  ---------  -----------  --------  ----------  ----------------------------
    37.7      24498215638        562   43591131.0  37121787    62763780  cuModuleLoadDataEx          
    19.1      12441808667       3549    3505722.4      9562    19574525  cudaEventSynchronize        
    17.5      11380329318       1495    7612260.4      4644    64131346  cuStreamSynchronize         
     4.2       2698013292     186184      14491.1      9626     1671540  cudaLaunchKernel            
     3.9       2527123586     186854      13524.6      8093     1745099  cuLaunchKernel              
     3.4       2238733873          8  279841734.1      3662  2238702967  cudaStreamCreateWithFlags   
     2.5       1653590490         10  165359049.0      1088  1055713000  cudaFree                    
     2.4       1589417340        978    1625171.1      8644    94875063  cuModuleUnload              
     1.7       1105961830        563    1964408.2      8024  1099130715  cuMemAlloc_v2               
     1.6       1049586387      66223      15849.3     12056     7528736  cudaMemcpyAsync             
     1.2        800133663      80644       9921.8      3727   177250892  cuMemsetD32Async            
     1.1        689781936      35274      19555.0       533   285715219  cuMemcpyHtoDAsync_v2        
     0.6        417032238          8   52129029.8   4314988   182953376  cuMemHostAlloc              
     0.6        405366020        312    1299250.1     49913     9280035  cuEventSynchronize          
     0.5        315134020      34473       9141.5       590     6194358  cuEventDestroy_v2           
     0.4        261425646      74364       3515.5      1653     1424934  cudaEventRecord             
     0.3        221812838      41251       5377.2       912     1270384  cuEventQuery                
     0.2        142336120      13322      10684.3      6357     1184871  cudaMemsetAsync             
     0.2        130208124          5   26041624.8   1005920    47543101  cuModuleLoadFatBinary       
     0.2        126383743         16    7898983.9     16797    24700176  cudaIpcOpenMemHandle        
     0.2        123911314       2950      42003.8      6976     1187202  cuMemcpyDtoHAsync_v2        
     0.1         72176424      42615       1693.7       869      780444  cuEventRecord               
     0.1         42856281      34494       1242.4       758      450625  cuEventCreate               
     0.1         36487410         36    1013539.2      7896     5498637  cudaMalloc                  
     0.0         12928653        845      15300.2     12277       39899  cuMemcpyDtoDAsync_v2        
     0.0         10489211       4350       2411.3       976      281692  cuStreamWaitEvent           
     0.0          8774704        562      15613.4     12736      243705  cuMemFree_v2                
     0.0          3783981        295      12827.1      8551       47315  cuCtxSynchronize            
     0.0          1603573         78      20558.6      3139      734624  cuStreamCreate              
     0.0          1221404          7     174486.3     13575      711181  cudaHostAlloc               
     0.0          1168502         68      17183.9     11298       31936  cuStreamDestroy_v2          
     0.0           890123        116       7673.5      4424       34370  cudaBindTexture             
     0.0           457165         26      17583.3      8371       38638  cudaMemset                  
     0.0           356578          2     178289.0    170237      186341  cuMemGetInfo_v2             
     0.0           321072         60       5351.2      5021        8156  cudaEventQuery              
     0.0           243463        116       2098.8      1465        4287  cudaUnbindTexture           
     0.0           226984         12      18915.3     13856       40664  cudaMemcpy                  
     0.0            98030         54       1815.4      1090        5219  cudaEventCreateWithFlags    
     0.0            72628          2      36314.0     30395       42233  cuMemsetD32_v2              
     0.0            48950          5       9790.0      3611       33862  cudaStreamCreateWithPriority
     0.0             6412          4       1603.0      1039        2846  cuInit                      
