Using nsys.742961.r40.w.sqlite for SQL queries.
Running [/autofs/nccs-svm1_sw/summit/nsight-systems/2020.5.1.85/target-linux-ppc64le/reports/cudaapisum.py nsys.742961.r40.w.sqlite]... 

 Time(%)  Total Time (ns)  Num Calls    Average    Minimum   Maximum                Name            
 -------  ---------------  ---------  -----------  -------  ----------  ----------------------------
    46.8      25494623807       3439    7413382.9    12441    63179345  cudaEventSynchronize        
    14.4       7852184223          8  981523027.9     3423  7852155077  cudaStreamCreateWithFlags   
     7.3       3951572826     464889       8500.0     5239   129659363  cuMemcpyHtoDAsync_v2        
     5.0       2700576776     163279      16539.6     8230     5906084  cuLaunchKernel              
     4.5       2425183196     156469      15499.4     9341     1110045  cudaLaunchKernel            
     3.8       2054907219       1335    1539256.3     9260   110465398  cuModuleUnload              
     3.3       1811237871    1017869       1779.4      996    52373079  cuEventQuery                
     3.2       1761464935         60   29357748.9      959  1084283606  cudaFree                    
     2.5       1375765402        890    1545803.8     7738  1366003633  cuMemAlloc_v2               
     2.0       1064647402      67074      15872.7    11741     1210193  cudaMemcpyAsync             
     1.4        783324265      81177       9649.6     3722     2094269  cuMemsetD32Async            
     1.0        560331311        354    1582856.8     9443    11876409  cuEventSynchronize          
     1.0        522930731      13610      38422.5     6932   177566945  cudaMemsetAsync             
     0.8        453411368        899     504350.8    97364    57744865  cuModuleLoadFatBinary       
     0.5        280293564      74458       3764.5     1637     1140242  cudaEventRecord             
     0.5        264265684      34566       7645.2      595     1633486  cuEventDestroy_v2           
     0.4        228417537          9   25379726.3  4746218   123392881  cuMemHostAlloc              
     0.4        214621371         32    6706917.8    17130    32013733  cudaIpcOpenMemHandle        
     0.4        198945718      82696       2405.7      814     1327922  cuEventRecord               
     0.4        197912956       5009      39511.5     5855     1184301  cuMemcpyDtoHAsync_v2        
     0.1         80232884         60    1337214.7     7724    12017042  cudaMalloc                  
     0.1         58268362      29961       1944.8      842     1012754  cuStreamWaitEvent           
     0.1         46659053         32    1458095.4    23609     9177858  cudaIpcCloseMemHandle       
     0.1         42304936      34588       1223.1      722       35157  cuEventCreate               
     0.0         18571129        923      20120.4    12224       68357  cuMemcpyDtoDAsync_v2        
     0.0         12861463        889      14467.3    12373      325793  cuMemFree_v2                
     0.0         10549698       1758       6001.0     4590       15648  cuStreamSynchronize         
     0.0          5153580        313      16465.1     9867      192354  cuCtxSynchronize            
     0.0          1527067         11     138824.3    14486      733265  cudaHostAlloc               
     0.0          1302680        194       6714.8     3445       37493  cudaBindTexture             
     0.0           908972         10      90897.2     3211      851416  cuStreamCreate              
     0.0           883778         50      17675.6     8331       41544  cudaMemset                  
     0.0           467377          2     233688.5   197405      269972  cuMemGetInfo_v2             
     0.0           387215         58       6676.1     6078       10248  cudaEventQuery              
     0.0           383136         20      19156.8    15398       35967  cudaMemcpy                  
     0.0           319037        194       1644.5     1016        2627  cudaUnbindTexture           
     0.0           281236         10      28123.6    19294       70263  cudaFreeHost                
     0.0           110028         60       1833.8     1137        8410  cudaEventCreateWithFlags    
     0.0            83410          2      41705.0    31346       52064  cuMemsetD32_v2              
     0.0            59927          5      11985.4     3363       45437  cudaStreamCreateWithPriority
     0.0            28298          1      28298.0    28298       28298  cudaStreamSynchronize       
     0.0             7728          1       7728.0     7728        7728  cudaStreamWaitEvent         
