Using nsys.742961.r50.w.sqlite for SQL queries.
Running [/autofs/nccs-svm1_sw/summit/nsight-systems/2020.5.1.85/target-linux-ppc64le/reports/cudaapisum.py nsys.742961.r50.w.sqlite]... 

 Time(%)  Total Time (ns)  Num Calls    Average     Minimum   Maximum                Name            
 -------  ---------------  ---------  ------------  -------  ----------  ----------------------------
    45.9      24719203819       3439     7187904.6    10043    63130156  cudaEventSynchronize        
    15.4       8279448103          8  1034931012.9     3464  8279418694  cudaStreamCreateWithFlags   
     7.6       4086750760     464889        8790.8     5237   154255356  cuMemcpyHtoDAsync_v2        
     5.0       2711944818     163279       16609.3     8291     8835038  cuLaunchKernel              
     4.5       2445454042     156469       15629.0     9234     1226808  cudaLaunchKernel            
     3.4       1840407294       1335     1378582.2     8771   111054680  cuModuleUnload              
     3.3       1757696556    1023989        1716.5      969    36245089  cuEventQuery                
     3.1       1663216061         60    27720267.7      951  1081345824  cudaFree                    
     2.0       1089615337        890     1224286.9     7644  1080196518  cuMemAlloc_v2               
     2.0       1073449216      67075       16003.7    11730      603370  cudaMemcpyAsync             
     1.5        794940161      81177        9792.7     3734     4171747  cuMemsetD32Async            
     1.1        617192682      13610       45348.5     6783   237703199  cudaMemsetAsync             
     1.0        561000565        354     1584747.4    47058    11855655  cuEventSynchronize          
     0.8        410614421          9    45623824.6  2934858   339008099  cuMemHostAlloc              
     0.8        409451452        899      455452.1    98486    41381375  cuModuleLoadFatBinary       
     0.5        289550203      74458        3888.8     1591     6259685  cudaEventRecord             
     0.5        271911871      34566        7866.5      586     1238264  cuEventDestroy_v2           
     0.4        199152150      82696        2408.2      807     1421739  cuEventRecord               
     0.4        197213537       5009       39371.8     6242     1183492  cuMemcpyDtoHAsync_v2        
     0.4        188838802         32     5901212.6    18013    19265135  cudaIpcOpenMemHandle        
     0.1         67317126         60     1121952.1     7264     7268298  cudaMalloc                  
     0.1         61897243         32     1934288.8    24347    30663867  cudaIpcCloseMemHandle       
     0.1         59632747      29961        1990.3      817      705483  cuStreamWaitEvent           
     0.1         43058814      34588        1244.9      717       32263  cuEventCreate               
     0.0         18891778        923       20467.8    12269       67204  cuMemcpyDtoDAsync_v2        
     0.0         12776210        889       14371.4    11993      264346  cuMemFree_v2                
     0.0         10582599       1758        6019.7     4516       15781  cuStreamSynchronize         
     0.0          4918011        313       15712.5     9383       45307  cuCtxSynchronize            
     0.0          1417637         11      128876.1    18857      679816  cudaHostAlloc               
     0.0          1290011        194        6649.5     3410       36495  cudaBindTexture             
     0.0           942685         50       18853.7     8377       49766  cudaMemset                  
     0.0           697476         10       69747.6     4238      595055  cuStreamCreate              
     0.0           531360          2      265680.0   246396      284964  cuMemGetInfo_v2             
     0.0           390214         58        6727.8     6109       10716  cudaEventQuery              
     0.0           382715         20       19135.8    15489       42946  cudaMemcpy                  
     0.0           336812        194        1736.1     1093        6060  cudaUnbindTexture           
     0.0           284165         10       28416.5    18705       93591  cudaFreeHost                
     0.0           113401         60        1890.0     1094       12035  cudaEventCreateWithFlags    
     0.0            87026          5       17405.2     3400       72447  cudaStreamCreateWithPriority
     0.0            38256          2       19128.0    17220       21036  cuMemsetD32_v2              
     0.0            37460          1       37460.0    37460       37460  cudaStreamSynchronize       
     0.0            11522          1       11522.0    11522       11522  cudaEventDestroy            
     0.0             8051          4        2012.8     1711        2234  cuInit                      
     0.0             7059          1        7059.0     7059        7059  cudaStreamWaitEvent         

Running [/autofs/nccs-svm1_sw/summit/nsight-systems/2020.5.1.85/target-linux-ppc64le/reports/gpukernsum.py nsys.742961.r50.w.sqlite]... 

 Time(%)  Total Time (ns)  Instances   Average   Minimum  Maximum                                                   Name                                                
 -------  ---------------  ---------  ---------  -------  --------  ----------------------------------------------------------------------------------------------------
    30.0       8838040451       3439  2569944.9    90271  63484853  ncclAllReduceTreeLLKernel_sum_f32(ncclColl)                                                         
     6.7       1976231218       7153   276280.1   178366    576763  Volta_hmma_implicit_gemm_fprop_fp32_nhwc_128x128x32x1_1x1x1x0x1                                     
     4.5       1312445198       5049   259941.6   170814    423261  volta_s884cudnn_fp16_128x128_ldg8_wgrad_idx_exp_interior_nhwc_nt                                    
     4.0       1189989853       2736   434937.8   320766    792857  volta_fp16_s884cudnn_fp16_128x128_ldg8_dgrad_f2f_exp_small_nhwc_tt_v1                               
     3.4        988852448       5047   195928.8   166846    373916  Volta_hmma_implicit_gemm_fprop_fp32_nhwc_128x128x64x1_1x1x1x0x1                                     
     3.0        880078749       2945   298838.3   203262    459868  Volta_hmma_implicit_gemm_wgrad_fp32_nhwc_128x128x64x1_1x1x1x0x1                                     
     2.1        632982937       1894   334204.3   315933    427548  Volta_hmma_implicit_gemm_fprop_fp32_nhwc_128x128x64x1_1x3x3x0x1                                     
     1.5        452976564       1262   358935.5   349693    397981  Volta_hmma_implicit_gemm_fprop_fp32_nhwc_64x32x64x1_1x1x1x0x1                                       
     1.1        336548716        206  1633731.6  1604018   1837360  select_and_scatter_4351                                                                             
     1.1        333450912        633   526778.7   315645    705114  volta_fp16_s884cudnn_fp16_256x128_ldg8_relu_f2f_exp_interior_nhwc_tn_v1                             
     1.1        333274215        206  1617836.0  1597106   1626098  fusion_238                                                                                          
     1.1        326748238        633   516189.9   385085    621146  dgrad_1x1_stride_2x2                                                                                
     1.0        307101160        206  1490782.3  1482163   1551763  fusion_237                                                                                          
     1.0        301598907        631   477969.7   466748    547611  volta_s884cudnn_fp16_64x64_sliced1x4_ldg8_wgrad_idx_exp_interior_nhwc_nt                            
     0.9        272809045        210  1299090.7   247486   1328564  fusion_269                                                                                          
     0.9        272466366        420   648729.4     5984   1322004  fusion_254                                                                                          
     0.9        260251464        631   412442.9   396989    476891  volta_fp16_s884cudnn_fp16_256x64_ldg8_relu_f2f_exp_small_nhwc_tn_v1                                 
     0.9        257565215        631   408185.8   396028    461468  volta_fp16_s884cudnn_fp16_256x64_ldg8_dgrad_f2f_exp_small_nhwc_tt_v1                                
     0.7        208925574        631   331102.3   322525    385724  Volta_hmma_implicit_gemm_fprop_fp32_nhwc_256x128x32x1_1x3x3x0x1                                     
     0.7        205018890        210   976280.4     4032   1002647  fusion_219                                                                                          
     0.7        192583486      33810     5696.1     2943     40224  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap…
     0.6        178864799       1052   170023.6   164254    203134  Volta_hmma_implicit_gemm_wgrad_fp32_nhwc_256x128x32x1_1x1x1x0x1                                     
     0.6        175791306      33810     5199.4     3007     39903  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap…
     0.6        166087896        206   806251.9   799161    815705  fusion_287                                                                                          
     0.5        154843962        636   243465.3   118303    426812  void foldedNhwcToNhwcKernel<__half, __half, float, true>(int, int, int, int, int, int, int, __half …
     0.5        151388254        206   734894.4   733594    736121  fusion_268                                                                                          
     0.5        151334548        206   734633.7   733562    738874  fusion_253                                                                                          
     0.5        151183856        210   719923.1     3776    735801  fusion_820                                                                                          
     0.5        150450784        210   716432.3     3776    731737  fusion_799                                                                                          
     0.5        150392132        206   730058.9   728472    731450  fusion_778                                                                                          
     0.5        147010200        420   350024.3     3392    714874  fusion_220                                                                                          
     0.5        144215260        206   700074.1   688570    778714  fusion_286                                                                                          
