Using nsys.742961.r30.w.sqlite for SQL queries.
Running [/autofs/nccs-svm1_sw/summit/nsight-systems/2020.5.1.85/target-linux-ppc64le/reports/cudaapisum.py nsys.742961.r30.w.sqlite]... 

 Time(%)  Total Time (ns)  Num Calls    Average     Minimum    Maximum                Name            
 -------  ---------------  ---------  ------------  -------  -----------  ----------------------------
    44.5      25122011841       3439     7305034.0    11115     63056155  cudaEventSynchronize        
    18.1      10218965632          8  1277370704.0     3506  10218936829  cudaStreamCreateWithFlags   
     8.6       4831458064     464889       10392.7     5345    373832593  cuMemcpyHtoDAsync_v2        
     4.7       2654321217     163279       16256.4     8369      2509864  cuLaunchKernel              
     4.2       2381598633     156469       15220.9     9101      3070876  cudaLaunchKernel            
     3.4       1902189603       1335     1424861.1     9142    115590641  cuModuleUnload              
     3.1       1733064520    1020354        1698.5      937     32804584  cuEventQuery                
     2.8       1577025401         68    23191550.0      966   1025676552  cudaFree                    
     2.4       1356707451        890     1524390.4     7960   1347064720  cuMemAlloc_v2               
     1.9       1063680375      67073       15858.5    11681      1263154  cudaMemcpyAsync             
     1.4        767562349      81177        9455.4     3716       866094  cuMemsetD32Async            
     1.0        560533287        354     1583427.4    50113     11881531  cuEventSynchronize          
     0.8        432299775        899      480867.4    96028     45315185  cuModuleLoadFatBinary       
     0.5        296733258          9    32970362.0  3584910    210775524  cuMemHostAlloc              
     0.5        275767130      74458        3703.7     1594       199868  cudaEventRecord             
     0.5        264556194      34566        7653.7      578      2341597  cuEventDestroy_v2           
     0.3        196362505       5009       39201.9     6025      1178920  cuMemcpyDtoHAsync_v2        
     0.3        192001787      82696        2321.8      811       984378  cuEventRecord               
     0.3        168013113      13610       12344.8     6736        96150  cudaMemsetAsync             
     0.2        114876470         91     1262378.8    13777      7511222  cudaHostAlloc               
     0.1         78312181         16     4894511.3    22265     33548558  cudaIpcOpenMemHandle        
     0.1         65355394         90      726171.0    12583     15549391  cudaFreeHost                
     0.1         56351165      29961        1880.8      824       599331  cuStreamWaitEvent           
     0.1         42869109      34588        1239.4      724        42431  cuEventCreate               
     0.1         39971197         68      587811.7     7328      9647625  cudaMalloc                  
     0.0         18030929        923       19535.1    12154        66654  cuMemcpyDtoDAsync_v2        
     0.0         14125343         16      882833.9    23936      9656604  cudaIpcCloseMemHandle       
     0.0         12959203        889       14577.3    12406       243807  cuMemFree_v2                
     0.0         11181913       1758        6360.6     4643       590536  cuStreamSynchronize         
     0.0          5939559        313       18976.2    10063       177616  cuCtxSynchronize            
     0.0          4282972         10      428297.2     3885      4212923  cuStreamCreate              
     0.0          1304665        194        6725.1     3408        40089  cudaBindTexture             
     0.0           908934         34       26733.4     8496        44225  cudaMemset                  
     0.0           798834          2      399417.0   243558       555276  cuMemGetInfo_v2             
     0.0           389357         58        6713.1     5928        15234  cudaEventQuery              
     0.0           380371         20       19018.6    15091        48457  cudaMemcpy                  
     0.0           363211          5       72642.2     3433       348703  cudaStreamCreateWithPriority
     0.0           319202        194        1645.4     1074         3678  cudaUnbindTexture           
     0.0           101371         60        1689.5     1080         4163  cudaEventCreateWithFlags    
     0.0            52840          1       52840.0    52840        52840  cudaStreamSynchronize       
     0.0            50562          2       25281.0    17753        32809  cuMemsetD32_v2              
     0.0             8877          1        8877.0     8877         8877  cudaStreamWaitEvent         
     0.0             6560          4        1640.0      972         2689  cuInit                      
     0.0             3447          1        3447.0     3447         3447  cudaEventDestroy            

Running [/autofs/nccs-svm1_sw/summit/nsight-systems/2020.5.1.85/target-linux-ppc64le/reports/gpukernsum.py nsys.742961.r30.w.sqlite]... 

 Time(%)  Total Time (ns)  Instances   Average   Minimum  Maximum                                                   Name                                                
 -------  ---------------  ---------  ---------  -------  --------  ----------------------------------------------------------------------------------------------------
    30.2       8930630858       3439  2596868.5   117439  63441985  ncclAllReduceTreeLLKernel_sum_f32(ncclColl)                                                         
     6.7       1973726521       7153   275929.9   179551    577951  Volta_hmma_implicit_gemm_fprop_fp32_nhwc_128x128x32x1_1x1x1x0x1                                     
     4.5       1318994953       5049   261238.8   171072    426879  volta_s884cudnn_fp16_128x128_ldg8_wgrad_idx_exp_interior_nhwc_nt                                    
     4.0       1191327364       2736   435426.7   320415    793821  volta_fp16_s884cudnn_fp16_128x128_ldg8_dgrad_f2f_exp_small_nhwc_tt_v1                               
     3.3        988614030       5047   195881.5   166463    374815  Volta_hmma_implicit_gemm_fprop_fp32_nhwc_128x128x64x1_1x1x1x0x1                                     
     3.0        892672173       2945   303114.5   203424    469695  Volta_hmma_implicit_gemm_wgrad_fp32_nhwc_128x128x64x1_1x1x1x0x1                                     
     2.2        635421033       1894   335491.6   316607    426046  Volta_hmma_implicit_gemm_fprop_fp32_nhwc_128x128x64x1_1x3x3x0x1                                     
     1.5        451322822       1262   357625.1   347999    399647  Volta_hmma_implicit_gemm_fprop_fp32_nhwc_64x32x64x1_1x1x1x0x1                                       
     1.1        336648969        206  1634218.3  1593275   1844923  select_and_scatter_4351                                                                             
     1.1        335131383        633   529433.5   316319    712638  volta_fp16_s884cudnn_fp16_256x128_ldg8_relu_f2f_exp_interior_nhwc_tn_v1                             
     1.1        334938067        206  1625912.9  1591227   1637691  fusion_238                                                                                          
     1.1        326577933        633   515920.9   384862    623614  dgrad_1x1_stride_2x2                                                                                
     1.0        306163426        206  1486230.2  1478716   1549403  fusion_237                                                                                          
     1.0        301809688        631   478303.8   465886    557663  volta_s884cudnn_fp16_64x64_sliced1x4_ldg8_wgrad_idx_exp_interior_nhwc_nt                            
     0.9        273996256        420   652372.0     5887   1327388  fusion_254                                                                                          
     0.9        271014501        210  1290545.2   246655   1320604  fusion_269                                                                                          
     0.9        260907497        631   413482.6   397535    467966  volta_fp16_s884cudnn_fp16_256x64_ldg8_relu_f2f_exp_small_nhwc_tn_v1                                 
     0.9        258703748        631   409990.1   397150    477055  volta_fp16_s884cudnn_fp16_256x64_ldg8_dgrad_f2f_exp_small_nhwc_tt_v1                                
