Using nsys.742961.r13.w.sqlite for SQL queries.
Running [/autofs/nccs-svm1_sw/summit/nsight-systems/2020.5.1.85/target-linux-ppc64le/reports/cudaapisum.py nsys.742961.r13.w.sqlite]... 

 Time(%)  Total Time (ns)  Num Calls    Average    Minimum   Maximum                Name            
 -------  ---------------  ---------  -----------  -------  ----------  ----------------------------
    48.6      25320857435       3439    7362854.7     9451    63091118  cudaEventSynchronize        
    10.7       5575357463          8  696919682.9     3451  5575327551  cudaStreamCreateWithFlags   
     7.8       4062028002     464889       8737.6     5240   165155519  cuMemcpyHtoDAsync_v2        
     5.2       2708729811     163279      16589.6     8270     3126472  cuLaunchKernel              
     4.7       2443645646     156469      15617.4     9263     1608898  cudaLaunchKernel            
     3.6       1891890644       1335    1417146.5     9312   104121633  cuModuleUnload              
     3.4       1768531948         60   29475532.5      996  1137923900  cudaFree                    
     3.4       1765876512    1001025       1764.1      897    30406798  cuEventQuery                
     3.1       1626040428        890    1827011.7     8228  1615839304  cuMemAlloc_v2               
     2.0       1054920367      67078      15726.8    11677      736490  cudaMemcpyAsync             
     1.5        786245682      81177       9685.6     3761     2196083  cuMemsetD32Async            
     1.1        562659573        354    1589433.8    10242    11916011  cuEventSynchronize          
     1.0        516813106      13610      37973.0     6902   342843384  cudaMemsetAsync             
     0.8        434093134        899     482862.2    97700    45021851  cuModuleLoadFatBinary       
     0.5        280205812      74458       3763.3     1615      877876  cudaEventRecord             
     0.5        249456411      34566       7216.8      583     1499765  cuEventDestroy_v2           
     0.4        213873337         32    6683541.8    17332    17376299  cudaIpcOpenMemHandle        
     0.4        199807498       5009      39889.7     5527     1190992  cuMemcpyDtoHAsync_v2        
     0.4        195099711      82696       2359.2      820      949808  cuEventRecord               
     0.2        100123661          9   11124851.2  1024191    35316317  cuMemHostAlloc              
     0.2         84690015         60    1411500.3     8288     9288380  cudaMalloc                  
     0.1         64128445         32    2004013.9    23845    21457835  cudaIpcCloseMemHandle       
     0.1         55797644      29961       1862.3      821      370299  cuStreamWaitEvent           
     0.1         43266475      34589       1250.9      706      615061  cuEventCreate               
     0.0         18307729        923      19835.0    12260       55622  cuMemcpyDtoDAsync_v2        
     0.0         13397643        889      15070.5    12947      280446  cuMemFree_v2                
     0.0         11206801       1758       6374.7     4615      612356  cuStreamSynchronize         
     0.0          5962795        313      19050.5     8746       47446  cuCtxSynchronize            
     0.0          2912762         10     291276.2     4041     2772200  cuStreamCreate              
     0.0          1946341          2     973170.5   198394     1747947  cuMemGetInfo_v2             
     0.0          1460082         11     132734.7    18579      758959  cudaHostAlloc               
     0.0          1262472        194       6507.6     3502       29351  cudaBindTexture             
     0.0           915269         50      18305.4     8306       38559  cudaMemset                  
     0.0           389947         58       6723.2     6167        8822  cudaEventQuery              
     0.0           372521         20      18626.1    14914       33739  cudaMemcpy                  
     0.0           315808        194       1627.9     1168        5793  cudaUnbindTexture           
     0.0           310692         10      31069.2    19913       88729  cudaFreeHost                
     0.0           105231         60       1753.9     1107        6037  cudaEventCreateWithFlags    
     0.0            78043          5      15608.6     3345       63994  cudaStreamCreateWithPriority
     0.0            45486          2      22743.0    18867       26619  cuMemsetD32_v2              
     0.0            31002          1      31002.0    31002       31002  cudaStreamSynchronize       
     0.0             7288          4       1822.0     1488        2599  cuInit                      
     0.0             7064          1       7064.0     7064        7064  cudaStreamWaitEvent         
     0.0             2931          1       2931.0     2931        2931  cudaEventDestroy            

Running [/autofs/nccs-svm1_sw/summit/nsight-systems/2020.5.1.85/target-linux-ppc64le/reports/gpukernsum.py nsys.742961.r13.w.sqlite]... 

 Time(%)  Total Time (ns)  Instances   Average   Minimum  Maximum                                                   Name                                                
 -------  ---------------  ---------  ---------  -------  --------  ----------------------------------------------------------------------------------------------------
    30.2       8899427301       3439  2587795.1    72158  63448526  ncclAllReduceTreeLLKernel_sum_f32(ncclColl)                                                         
     6.7       1979303484       7153   276709.6   180063    588701  Volta_hmma_implicit_gemm_fprop_fp32_nhwc_128x128x32x1_1x1x1x0x1                                     
     4.4       1310786843       5049   259613.2   170975    422078  volta_s884cudnn_fp16_128x128_ldg8_wgrad_idx_exp_interior_nhwc_nt                                    
     4.0       1178715549       2736   430817.1   319294    793500  volta_fp16_s884cudnn_fp16_128x128_ldg8_dgrad_f2f_exp_small_nhwc_tt_v1                               
     3.4        988016075       5047   195763.0   165631    372990  Volta_hmma_implicit_gemm_fprop_fp32_nhwc_128x128x64x1_1x1x1x0x1                                     
     3.0        875633156       2945   297328.7   203359    455646  Volta_hmma_implicit_gemm_wgrad_fp32_nhwc_128x128x64x1_1x1x1x0x1                                     
     2.1        633977440       1894   334729.4   315806    429565  Volta_hmma_implicit_gemm_fprop_fp32_nhwc_128x128x64x1_1x3x3x0x1                                     
     1.5        448961302       1262   355753.8   345118    399646  Volta_hmma_implicit_gemm_fprop_fp32_nhwc_64x32x64x1_1x1x1x0x1                                       
