Using nsys.759016.r17.w.sqlite for SQL queries.
Running [/autofs/nccs-svm1_sw/summit/nsight-systems/2020.5.1.85/target-linux-ppc64le/reports/cudaapisum.py nsys.759016.r17.w.sqlite]... 

 Time(%)  Total Time (ns)  Num Calls    Average    Minimum    Maximum                Name            
 -------  ---------------  ---------  -----------  --------  ----------  ----------------------------
    53.0     113373733393      28353    3998650.4      7694    34569136  cudaEventSynchronize        
    11.5      24592831903        562   43759487.4  37165885    74699706  cuModuleLoadDataEx          
     9.0      19372351179    1483579      13057.8      9041     7418892  cudaLaunchKernel            
     7.8      16626811144    1479974      11234.5      7920     7996853  cuLaunchKernel              
     3.9       8445736891     524019      16117.2     12032     6633348  cudaMemcpyAsync             
     2.6       5555096973     632962       8776.4      4055   350746274  cuMemsetD32Async            
     2.2       4781222739     273175      17502.4       518   370863985  cuMemcpyHtoDAsync_v2        
     2.2       4740633890       4432    1069637.6      4670     4128909  cuStreamSynchronize         
     1.3       2743999040     269694      10174.5       564     7521937  cuEventDestroy_v2           
     1.2       2518941430          8  314867678.8      3545  2518912213  cudaStreamCreateWithFlags   
     0.9       1910830420     587318       3253.5      1621     6817359  cudaEventRecord             
     0.8       1798880583        983    1829990.4      9257   101930208  cuModuleUnload              
     0.8       1624592025     294997       5507.1       920     3729391  cuEventQuery                
     0.8       1611459503         10  161145950.3      1112   998483561  cudaFree                    
     0.6       1237732114     107035      11563.8      6451     5533817  cudaMemsetAsync             
     0.5       1065244507        563    1892086.2      7336  1059528029  cuMemAlloc_v2               
     0.2        527357812     306562       1720.2       828     8301661  cuEventRecord               
     0.2        353796750          8   44224593.8   2700831   179985964  cuMemHostAlloc              
     0.1        309695278     269718       1148.2       715     4926512  cuEventCreate               
     0.1        249828492         10   24982849.2    273513    45018069  cuModuleLoadFatBinary       
     0.1        180343824       8774      20554.3      5849      304862  cuMemcpyDtoHAsync_v2        
     0.1        123491184        312     395805.1      8484     2189613  cuEventSynchronize          
     0.1        109958886       6734      16328.9     12229      848429  cuMemcpyDtoDAsync_v2        
     0.0         72498144          8    9062268.0     16700    23229298  cudaIpcOpenMemHandle        
     0.0         52696071      20189       2610.1      1012      409482  cuStreamWaitEvent           
     0.0         33909550       1798      18859.6      8276       47135  cuCtxSynchronize            
     0.0         28461343       1730      16451.6      5068       27749  cudaEventQuery              
     0.0         27907467         28     996695.3      7300    10823461  cudaMalloc                  
     0.0         12691098         11    1153736.2     14226     8280401  cudaHostAlloc               
     0.0          7582438        562      13491.9     12210      212281  cuMemFree_v2                
     0.0          1192040         78      15282.6      3600      538693  cuStreamCreate              
     0.0          1015858         68      14939.1     11240       23669  cuStreamDestroy_v2          
     0.0           909279          8     113659.9     34430      325723  cudaHostRegister            
     0.0           729695        116       6290.5      4236       25958  cudaBindTexture             
     0.0           377974          2     188987.0    177866      200108  cuMemGetInfo_v2             
     0.0           335944         18      18663.6     10325       35944  cudaMemset                  
     0.0           217004         12      18083.7     13950       34444  cudaMemcpy                  
     0.0           202526        116       1745.9      1363        2767  cudaUnbindTexture           
     0.0            99913         58       1722.6      1071        4350  cudaEventCreateWithFlags    
     0.0            53840          5      10768.0      3347       40023  cudaStreamCreateWithPriority
     0.0            44633          2      22316.5     16132       28501  cuMemsetD32_v2              
     0.0             6430          4       1607.5       998        2819  cuInit                      
     0.0             4593          1       4593.0      4593        4593  cudaStreamWaitEvent         

Running [/autofs/nccs-svm1_sw/summit/nsight-systems/2020.5.1.85/target-linux-ppc64le/reports/gpukernsum.py nsys.759016.r17.w.sqlite]... 

 Time(%)  Total Time (ns)  Instances   Average   Minimum  Maximum                                                   Name                                                
 -------  ---------------  ---------  ---------  -------  --------  ----------------------------------------------------------------------------------------------------
    37.0      34655438264      28353  1222284.7    36128  13331011  ncclAllReduceTreeLLKernel_sum_f32(ncclColl)                                                         
    10.4       9765246209     111925    87248.1    53919    197311  volta_fp16_s884cudnn_fp16_128x128_ldg8_relu_f2f_exp_interior_nhwc_tn_v1                             
     6.7       6253537030      58464   106963.9    60638    195007  volta_s884cudnn_fp16_64x64_sliced1x4_ldg8_wgrad_idx_exp_interior_nhwc_nt                            
     3.2       2995279660      21716   137929.6   102400    249022  volta_fp16_s884cudnn_fp16_128x128_ldg8_dgrad_f2f_exp_small_nhwc_tt_v1                               
     2.7       2482776015      28407    87400.1    52575    174622  volta_s884cudnn_fp16_128x128_ldg8_wgrad_idx_exp_interior_nhwc_nt                                    
     2.5       2312118088      18378   125809.0   106687    191359  volta_fp16_s884cudnn_fp16_128x128_ldg8_relu_f2f_exp_small_nhwc_tn_v1                                
     1.6       1522532409     268870     5662.7     2847     40927  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap…
     1.5       1390850919     268870     5172.9     2944     41280  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap…
     1.2       1143351785       8353   136879.2   109951    179167  volta_fp16_s884cudnn_fp16_256x64_ldg8_relu_f2f_exp_small_nhwc_tn_v1                                 
     0.9        840279884      86871     9672.7     8096     22976  void convertTensor_kernel<float, __half, float>(float, float const*, float, __half*, unsigned long) 
     0.8        759835331       5016   151482.3   125407    186559  dgrad_1x1_stride_2x2                                                                                
     0.7        701601849       3322   211198.6     2912    428478  fusion_238                                                                                          
     0.7        681385952       1652   412461.2   394078    471485  select_and_scatter_4363                                                                             
     0.7        634270545       5011   126575.6   108448    147999  volta_fp16_s884cudnn_fp16_256x64_ldg8_dgrad_f2f_exp_small_nhwc_tt_v1                                
     0.6        597715718       3340   178956.8     5120    365087  fusion_254                                                                                          
     0.6        590865201       3340   176905.7     2944    360734  fusion_269                                                                                          
     0.6        569126962       3322   171320.6     8352    343615  fusion_237                                                                                          
     0.6        527949608     177020     2982.4     2784     54752  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap…
     0.5        501828005     168725     2974.2     2559     22080  cudnn::gemm::computeOffsetsKernel(cudnn::gemm::ComputeOffsetsParams)                                
     0.5        463713030       3340   138836.2     2912    288831  fusion_219                                                                                          
     0.5        448363364      86871     5161.3     2495     19199  void scalePackedTensor_kernel<float, float>(cudnnTensor4dStruct, float*, float)                     
     0.4        355899205       3322   107134.0     2911    217151  fusion_287                                                                                          
     0.4        354928516       1671   212404.9   209055    249311  void first_layer_wgrad_kernel<7, 7, 2, 2, 64>(FirstLayerWgradParams)                                
     0.4        333063939       1671   199320.1   197023    228671  void first_layer_fwd_kernel<4, 7, 7, 64>(FirstLayerFwdParams)                                       
     0.3        320953304       5013    64024.2    33376    111616  void foldedNhwcToNhwcKernel<__half, __half, float, true>(int, int, int, int, int, int, int, __half …
     0.3        319970710       3340    95799.6     2911    198719  fusion_220                                                                                          
     0.3        314516605       3340    94166.6     2976    198271  fusion_253                                                                                          
     0.3        314344222       3340    94115.0     2912    191390  fusion_268                                                                                          
     0.3        309611999       1670   185396.4     3424    190335  fusion_821                                                                                          
     0.3        306231909       1652   185370.4   184543    191678  fusion_779                                                                                          
     0.3        305860483       1670   183150.0     3616    187390  fusion_800                                                                                          
     0.3        292446229       3340    87558.8     2944    179391  fusion_318                                                                                          
     0.3        292305797       3340    87516.7     2943    179071  fusion_303                                                                                          
     0.3        288088257       1670   172507.9    31359    179040  fusion_333                                                                                          
     0.3        287024972       3322    86401.3     2912    177183  fusion_286                                                                                          
     0.3        269275238      86871     3099.7     2655     13119  cudnn::gemm::computeWgradOffsetsKernel(cudnn::gemm::ComputeOffsetsParams)                           
     0.2        225482377       3340    67509.7     3328    138688  fusion_273                                                                                          
     0.2        224204565       1652   135717.0   132064    146111  fusion_447                                                                                          
     0.2        213092442       1652   128990.6   127903    131262  fusion_848                                                                                          
     0.2        207233370       3340    62045.9     2944    190207  fusion_274                                                                                          
     0.2        200078222       1652   121112.7   117119    126847  fusion_351                                                                                          
     0.2        190357246       1670   113986.4   109088    123999  reduce_window_1393                                                                                  
     0.2        180037982       3342    53871.3    50624     60736  volta_fp16_s884cudnn_fp16_256x64_ldg8_relu_f2f_exp_interior_nhwc_tn_v1                              
     0.2        179278128       3340    53676.1     3328    101790  fusion_302                                                                                          
     0.2        168349717       1670   100808.2    16159    107231  fusion_397                                                                                          
     0.2        166929378       1670    99957.7    15967    105791  fusion_382                                                                                          
     0.2        165962828       1670    99378.9    15487    106559  fusion_427                                                                                          
     0.2        163968495       1670    98184.7    16192    104288  fusion_412                                                                                          
     0.2        162496907       3340    48651.8     3168     97664  fusion_317                                                                                          
     0.2        161192201       1670    96522.3    16640    104192  fusion_367                                                                                          
     0.2        157273916       1670    94176.0     3328     98624  fusion_332                                                                                          
     0.2        156702976       1670    93834.1     3424    101823  fusion_752                                                                                          
     0.2        155455075       1670    93086.9     9312    101184  fusion_461                                                                                          
     0.2        153858305       1670    92130.7     3456     95552  fusion_710                                                                                          
     0.2        153499626       1670    91915.9     3488    100607  fusion_731                                                                                          
     0.2        153317229       1652    92807.0    91935     95199  fusion_689                                                                                          
     0.2        148410993       1652    89837.2    88383    102335  fusion_485                                                                                          
     0.2        143829706       1670    86125.6    83967     95743  fusion_338                                                                                          
     0.2        142646694       1652    86347.9    84639     89696  fusion_350                                                                                          
     0.1        134830771       3340    40368.5     8608     78110  fusion_264                                                                                          
     0.1        133721815       3340    40036.5     3584     89344  fusion_230                                                                                          
     0.1        129944076       3340    38905.4     2944    188447  fusion_259                                                                                          
     0.1        129827560       3340    38870.5     2943    436926  fusion_244                                                                                          
     0.1        128156499       3340    38370.2     2976    252095  fusion_225                                                                                          
     0.1        125421048       1670    75102.4    48960     82240  fusion_432                                                                                          
     0.1        122848346       1670    73561.9     3359     78271  fusion_853                                                                                          
     0.1        121087801       3340    36253.8     5120    338719  fusion_243                                                                                          
     0.1        120423185       3340    36054.8     2944     74591  fusion_249                                                                                          
     0.1        117515389       3340    35184.2     3296     75743  fusion_263                                                                                          
     0.1        115919811       1670    69413.1     9632     77952  fusion_476                                                                                          
     0.1        115318892       3340    34526.6     3328     77024  fusion_258                                                                                          
     0.1        114663571       1652    69408.9    64864     72159  fusion_831                                                                                          
     0.1        114562086       1670    68600.1     3679     72255  fusion_826                                                                                          
     0.1        113773891       1670    68128.1     4064     73438  fusion_784                                                                                          
     0.1        113498891       1670    67963.4     3711     74879  fusion_805                                                                                          
     0.1        112336277       3340    33633.6     2911     71135  fusion_229                                                                                          
     0.1        111142681       3340    33276.3     2944     79872  fusion_224                                                                                          
     0.1        111009254       3340    33236.3     2943     69471  fusion_248                                                                                          
     0.1        107515416       1670    64380.5     3456     67711  fusion_771                                                                                          
     0.1        106523955       3340    31893.4    25408    172383  fusion_292                                                                                          
     0.1        106421547       1670    63725.5     3360     66144  fusion_337                                                                                          
     0.1         86471044       1670    51779.1    30720     57504  fusion_466                                                                                          
     0.1         86271174       3340    25829.7    12736     40512  fusion_313                                                                                          
     0.1         86178335       3340    25801.9    12672     40992  fusion_298                                                                                          
     0.1         84308710       1670    50484.3    32928     55776  fusion_437                                                                                          
     0.1         83537739       1670    50022.6     3392     57247  fusion_662                                                                                          
     0.1         82158832       1652    49732.9    49216     51872  add_4347                                                                                            
     0.1         81826581       1670    48998.0     3263     51775  fusion_396                                                                                          
     0.1         81675731       1670    48907.6     3296     51424  fusion_411                                                                                          
     0.1         81607092       1670    48866.5     3264     59135  fusion_426                                                                                          
     0.1         81527021       1670    48818.6     3296     51935  fusion_366                                                                                          
     0.1         81113870       1670    48571.2     3264     51392  fusion_381                                                                                          
     0.1         80662932       1652    48827.4    47392     56192  fusion_444                                                                                          
     0.1         79380333       1720    46151.4    45087     50623  redzone_checker                                                                                     
     0.1         78379992       1670    46934.1     3360     52287  fusion_641                                                                                          
     0.1         78142289       1670    46791.8     3264     50047  fusion_578                                                                                          
     0.1         78028649       1670    46723.7     3424     48959  fusion_620                                                                                          
     0.1         77933065       1670    46666.5     3360     49919  fusion_599                                                                                          
     0.1         77785311       1652    47085.5    46368     48736  fusion_557                                                                                          
     0.1         76570331      26727     2864.9     2432      6624  cudnn::gemm::computeBOffsetsKernel(cudnn::gemm::ComputeBOffsetsParams)                              
     0.1         73761956       3340    22084.4     2944    210431  fusion_293                                                                                          
     0.1         73508490       1674    43911.9    26816     49792  volta_fp16_sgemm_fp16_64x32_sliced1x4_tn                                                            
     0.1         72577946       3322    21847.7    16160     28288  fusion_102                                                                                          
     0.1         72184143       3340    21612.0     3167     96767  fusion_323                                                                                          
     0.1         71451159       3340    21392.6     2976    131487  fusion_279                                                                                          
     0.1         70131388       3340    20997.4     3168     95615  fusion_308                                                                                          
     0.1         67475177       1670    40404.3     6528     44095  fusion_694                                                                                          
     0.1         67159586       1670    40215.3     4031     45919  fusion_757                                                                                          
     0.1         67087921       1670    40172.4     3935     43712  fusion_715                                                                                          
     0.1         67043208       1670    40145.6     4991     46687  fusion_776                                                                                          
     0.1         66702846       1670    39941.8     3967     43294  fusion_736                                                                                          
     0.1         66621975       1652    40328.1    39008     49183  fusion_762                                                                                          
     0.1         64203993       3340    19222.8     3168     38944  fusion_307                                                                                          
     0.1         64165374       3340    19211.2     3136     46208  fusion_322                                                                                          
     0.1         64155381       1670    38416.4    32223     43743  fusion_328                                                                                          
     0.1         63001362       3340    18862.7     2943     37664  fusion_278                                                                                          
     0.1         62561793       3340    18731.1     2976     43936  fusion_297                                                                                          
     0.1         61750903       3340    18488.3     2975     38111  fusion_312                                                                                          
     0.1         60073653       1670    35972.2     3648     38943  fusion_855                                                                                          
     0.1         59002065       3322    17761.0     5088     31871  fusion_101                                                                                          
     0.1         58606878       1652    35476.3    34464     38528  fusion_451                                                                                          
     0.1         57180517       1670    34239.8     3328     39519  fusion_327                                                                                          
     0.1         55598364       1670    33292.4     9344     37088  fusion_456                                                                                          
