Generating SQLite file nsys.759017.r27.w.sqlite from nsys.759017.r27.w.qdrep
Using nsys.759017.r27.w.sqlite for SQL queries.
Running [/autofs/nccs-svm1_sw/summit/nsight-systems/2020.5.1.85/target-linux-ppc64le/reports/cudaapisum.py nsys.759017.r27.w.sqlite]... 

 Time(%)  Total Time (ns)  Num Calls    Average    Minimum    Maximum                Name            
 -------  ---------------  ---------  -----------  --------  ----------  ----------------------------
    38.3      24821619243        562   44166582.3  37269675    65186765  cuModuleLoadDataEx          
    18.6      12071211626       3549    3401299.4      8253    29388500  cudaEventSynchronize        
    17.6      11372034909       1495    7606712.3      4656    63286546  cuStreamSynchronize         
     4.1       2653426748     186184      14251.6      9021     2317173  cudaLaunchKernel            
     3.8       2484038748     186854      13294.0      8009     1134400  cuLaunchKernel              
     3.3       2160957767          8  270119720.9      3398  2160928239  cudaStreamCreateWithFlags   
     2.8       1789862260        978    1830125.0      8757    96590514  cuModuleUnload              
     2.5       1625364053         16  101585253.3      1099  1017150224  cudaFree                    
     1.7       1087380386      66223      16420.0     12059     8544796  cudaMemcpyAsync             
     1.6       1062307254          8  132788406.8   1190208   538731816  cuMemHostAlloc              
     1.2        804280866      35274      22801.0       511   191675863  cuMemcpyHtoDAsync_v2        
     0.9        607026977      80644       7527.2      3738      943176  cuMemsetD32Async            
     0.6        405100472        312    1298398.9     54713     9158939  cuEventSynchronize          
     0.5        342967077      34473       9948.9       591     8352530  cuEventDestroy_v2           
     0.4        281414218        563     499847.6      7524   275676685  cuMemAlloc_v2               
     0.4        263520031      74364       3543.7      1595     1219927  cudaEventRecord             
     0.4        226836068      41625       5449.5       951       84318  cuEventQuery                
     0.2        137403167      13322      10314.0      6632      110395  cudaMemsetAsync             
     0.2        131922880          5   26384576.0   1002042    46575142  cuModuleLoadFatBinary       
     0.2        129361047       2950      43851.2      6549     1186501  cuMemcpyDtoHAsync_v2        
     0.2        100081293      42615       2348.5       834    17640428  cuEventRecord               
     0.1         83615103          8   10451887.9     20431    34697157  cudaIpcOpenMemHandle        
     0.1         52171809         27    1932289.2     14911     8896643  cudaHostAlloc               
     0.1         39477965      34504       1144.2       746      613560  cuEventCreate               
     0.0         20324550         34     597780.9      7176     6629388  cudaMalloc                  
     0.0         12172939        845      14405.8     11990       39309  cuMemcpyDtoDAsync_v2        
     0.0         12129135       4350       2788.3       959     1335792  cuStreamWaitEvent           
     0.0          7626538        562      13570.4     12306      258544  cuMemFree_v2                
     0.0          3915920        295      13274.3      9431       44421  cuCtxSynchronize            
     0.0          1892552         78      24263.5      3287     1248302  cuStreamCreate              
     0.0          1006504         68      14801.5     11164       25149  cuStreamDestroy_v2          
     0.0           877494          8     109686.8     29514      258445  cudaHostRegister            
     0.0           744893        116       6421.5      4345       30669  cudaBindTexture             
     0.0           487365          2     243682.5    214184      273181  cuMemGetInfo_v2             
     0.0           385543         18      21419.1      8169       40662  cudaMemset                  
     0.0           330790         60       5513.2      5111        8699  cudaEventQuery              
     0.0           208795        116       1800.0      1435        2582  cudaUnbindTexture           
     0.0           205766         12      17147.2     13854       28266  cudaMemcpy                  
     0.0            88742         54       1643.4      1088        5349  cudaEventCreateWithFlags    
     0.0            64502          5      12900.4      3272       50815  cudaStreamCreateWithPriority
     0.0            47047          2      23523.5     18245       28802  cuMemsetD32_v2              
     0.0             7392          4       1848.0      1203        2486  cuInit                      
     0.0             4869          1       4869.0      4869        4869  cudaStreamWaitEvent         

Running [/autofs/nccs-svm1_sw/summit/nsight-systems/2020.5.1.85/target-linux-ppc64le/reports/gpukernsum.py nsys.759017.r27.w.sqlite]... 

 Time(%)  Total Time (ns)  Instances   Average   Minimum  Maximum                                                  Name                                                
 -------  ---------------  ---------  ---------  -------  -------  ----------------------------------------------------------------------------------------------------
    16.3       4109393428      13828   297179.2   172191   612891  volta_fp16_s884cudnn_fp16_128x128_ldg8_relu_f2f_exp_interior_nhwc_tn_v1                             
    15.6       3952573438       3549  1113714.7    40895  7750946  ncclAllReduceTreeLLKernel_sum_f32(ncclColl)                                                         
     7.0       1771070867       6920   255935.1   170783   427773  volta_s884cudnn_fp16_128x128_ldg8_wgrad_idx_exp_interior_nhwc_nt                                    
     5.7       1437086928       3979   361167.9   234558   547899  volta_s884cudnn_fp16_64x64_sliced1x4_ldg8_wgrad_idx_exp_interior_nhwc_nt                            
     4.6       1172999564       2723   430774.7   317758   836857  volta_fp16_s884cudnn_fp16_128x128_ldg8_dgrad_f2f_exp_small_nhwc_tt_v1                               
     3.4        856428981       2305   371552.7   328766   486620  volta_fp16_s884cudnn_fp16_128x128_ldg8_relu_f2f_exp_small_nhwc_tn_v1                                
     1.3        336293100        415   810344.8     3008  1644019  fusion_238                                                                                          
     1.3        327411819        206  1589377.8  1561811  1785778  select_and_scatter_4363                                                                             
     1.3        325007063        633   513439.3   384700   620603  dgrad_1x1_stride_2x2                                                                                
     1.1        275884898        415   664782.9     8320  1354389  fusion_237                                                                                          
     1.1        272705855        418   652406.4     3008  1326165  fusion_269                                                                                          
     1.1        271975954        418   650660.2     5152  1322453  fusion_254                                                                                          
     1.0        259244689        628   412810.0   396285   485052  volta_fp16_s884cudnn_fp16_256x64_ldg8_relu_f2f_exp_small_nhwc_tn_v1                                 
     1.0        255656822        628   407096.9   390781   458205  volta_fp16_s884cudnn_fp16_256x64_ldg8_dgrad_f2f_exp_small_nhwc_tt_v1                                
     0.9        218718834        418   523250.8     3007  1069784  fusion_219                                                                                          
     0.8        211167056        422   500395.9   494876   577628  volta_fp16_s884cudnn_fp16_256x128_ldg8_relu_f2f_exp_small_nhwc_tn_v1                                
     0.8        192863712      33649     5731.6     2974    39807  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap…
     0.7        176010665      33649     5230.8     3040    40767  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap…
     0.7        165565256        415   398952.4     3040   808665  fusion_287                                                                                          
     0.6        157228862        418   376145.6     3008   798841  fusion_220                                                                                          
     0.6        153357569        630   243424.7   117215   429276  void foldedNhwcToNhwcKernel<__half, __half, float, true>(int, int, int, int, int, int, int, __half …
     0.6        153093212        418   366251.7     3008   741338  fusion_268                                                                                          
