Generating SQLite file nsys.743827.r35.w.sqlite from nsys.743827.r35.w.qdrep
Using nsys.743827.r35.w.sqlite for SQL queries.
Running [/autofs/nccs-svm1_sw/summit/nsight-systems/2020.5.1.85/target-linux-ppc64le/reports/cudaapisum.py nsys.743827.r35.w.sqlite]... 

 Time(%)  Total Time (ns)  Num Calls    Average    Minimum   Maximum                Name            
 -------  ---------------  ---------  -----------  -------  ----------  ----------------------------
    52.7      40633269953       6804    5971968.0     9499    63838497  cudaEventSynchronize        
     7.0       5391817637     321789      16755.8     8261    23980460  cuLaunchKernel              
     6.7       5160344980     509821      10121.9     5295   317524605  cuMemcpyHtoDAsync_v2        
     6.2       4804082564     310850      15454.7     9326     1848458  cudaLaunchKernel            
     5.8       4496945671          8  562118208.9     3477  4496914919  cudaStreamCreateWithFlags   
     4.8       3684041461    2184692       1686.3      949    30539194  cuEventQuery                
     2.7       2115677606     132186      16005.3    11830     9298260  cudaMemcpyAsync             
     2.6       2016186171       1335    1510251.8     8883   125457071  cuModuleUnload              
     2.3       1768308651         44   40188833.0      936  1139724833  cudaFree                    
     2.0       1558399231     159809       9751.6     3800     5537303  cuMemsetD32Async            
     1.4       1114847912      26922      41410.3     6809   403563553  cudaMemsetAsync             
     1.1        825555622        890     927590.6     8592   814937401  cuMemAlloc_v2               
     0.8        620692196      68054       9120.6      578     8543151  cuEventDestroy_v2           
     0.8        580387405     146916       3950.5     1592     3686770  cudaEventRecord             
     0.7        561628519        354    1586521.2    49254    11883700  cuEventSynchronize          
     0.5        408063404        899     453908.1    97844    44998260  cuModuleLoadFatBinary       
     0.4        319330082          9   35481120.2  1679886   255963448  cuMemHostAlloc              
     0.4        279271483     153260       1822.2      816     1682827  cuEventRecord               
     0.3        210735285       5653      37278.5     6234     1179363  cuMemcpyDtoHAsync_v2        
     0.2        128332215         16    8020763.4    21636    34466170  cudaIpcOpenMemHandle        
     0.1         99399669      54325       1829.7      822     1992861  cuStreamWaitEvent           
     0.1         85747909      68076       1259.6      719     1113351  cuEventCreate               
     0.1         51128049         44    1162001.1     7023     9966887  cudaMalloc                  
     0.1         46830964         26    1801190.9    19775    33624621  cudaFreeHost                
     0.1         46624106         27    1726818.7    14921     9818407  cudaHostAlloc               
     0.1         40783067         16    2548941.7    26440    30238147  cudaIpcCloseMemHandle       
     0.0         35058644       1761      19908.4    12199       73435  cuMemcpyDtoDAsync_v2        
     0.0         13756563        889      15474.2    12812      363341  cuMemFree_v2                
     0.0         10593523       1758       6025.9     4601       16040  cuStreamSynchronize         
     0.0          8708131        525      16586.9     8769      206759  cuCtxSynchronize            
     0.0          2091657         10     209165.7     3283     2026244  cuStreamCreate              
     0.0          1218255        194       6279.7     3611       25790  cudaBindTexture             
     0.0           648113         34      19062.1     8238       51953  cudaMemset                  
     0.0           564923          2     282461.5   246184      318739  cuMemGetInfo_v2             
     0.0           380236         58       6555.8     6099        8240  cudaEventQuery              
     0.0           347988         20      17399.4    14394       33428  cudaMemcpy                  
     0.0           327507        194       1688.2     1029        6357  cudaUnbindTexture           
     0.0            98366         57       1725.7     1115        4793  cudaEventCreateWithFlags    
     0.0            71605          5      14321.0     3355       57223  cudaStreamCreateWithPriority
     0.0            54097          2      27048.5    24818       29279  cuMemsetD32_v2              
     0.0            27302          1      27302.0    27302       27302  cudaStreamSynchronize       
     0.0             5738          1       5738.0     5738        5738  cudaStreamWaitEvent         
     0.0             5705          4       1426.3     1174        1914  cuInit                      
     0.0             4394          1       4394.0     4394        4394  cudaEventDestroy            

Running [/autofs/nccs-svm1_sw/summit/nsight-systems/2020.5.1.85/target-linux-ppc64le/reports/gpukernsum.py nsys.743827.r35.w.sqlite]... 

 Time(%)  Total Time (ns)  Instances   Average   Minimum  Maximum                                                   Name                                                
 -------  ---------------  ---------  ---------  -------  --------  ----------------------------------------------------------------------------------------------------
    27.4      15256244607       6804  2242246.4    44223  63958302  ncclAllReduceTreeLLKernel_sum_f32(ncclColl)                                                         
     7.0       3923320226      14225   275804.6   179199    583357  Volta_hmma_implicit_gemm_fprop_fp32_nhwc_128x128x32x1_1x1x1x0x1                                     
     4.7       2641410700      10041   263062.5   172415    423678  volta_s884cudnn_fp16_128x128_ldg8_wgrad_idx_exp_interior_nhwc_nt                                    
     4.3       2398342507       5440   440871.8   325214    793724  volta_fp16_s884cudnn_fp16_128x128_ldg8_dgrad_f2f_exp_small_nhwc_tt_v1                               
     3.5       1975467204      10039   196779.3   166335    373342  Volta_hmma_implicit_gemm_fprop_fp32_nhwc_128x128x64x1_1x1x1x0x1                                     
     3.2       1774271884       5857   302931.9   203935    466333  Volta_hmma_implicit_gemm_wgrad_fp32_nhwc_128x128x64x1_1x1x1x0x1                                     
