epoch,loss,lr,mae,time,val_loss,val_mae
0,0.36496946,0.001,0.50766754,26.739696502685547,0.3275563,0.50558585
1,0.32063496,0.00225,0.48312154,16.16516375541687,0.32610402,0.50651866
2,0.31184608,0.0035,0.47596607,16.389581203460693,0.30232894,0.4842184
3,0.29768917,0.00475,0.46314988,15.951032161712646,0.2802987,0.46012604
4,0.2956873,0.006,0.45785037,15.873765230178833,0.2868654,0.47012606
