epoch,loss,lr,mae,time,val_loss,val_mae
0,0.32530704,0.001,0.48528406,36.50380778312683,0.35688746,0.55498195
1,0.30059505,0.0009375,0.46709815,15.489455699920654,0.33694568,0.53879094
2,0.26575777,0.000875,0.4307061,15.565228700637817,0.3327663,0.52737164
3,0.25042227,0.0008125,0.41386446,15.51537799835205,0.33661342,0.52828884
4,0.24783249,0.00075,0.41184005,15.509997129440308,0.33650684,0.533984
