epoch,loss,lr,mae,time,val_loss,val_mae
0,0.36776483,0.001,0.50928074,33.69277286529541,0.33048213,0.51030046
1,0.32233793,0.00225,0.48439,16.802019357681274,0.3276461,0.50748515
2,0.31626096,0.0035,0.4803978,16.97459387779236,0.32464692,0.5070879
3,0.30965844,0.00475,0.47466716,17.071211099624634,0.31267264,0.496995
4,0.2966977,0.006,0.46127105,16.82021999359131,0.28236738,0.469524
